"Ch1","Ch2","Ch3","Ch4","No"
0.422,0.12,0.078,0.38,19830
0.466,0.068,0.122,0.344,19831
0.07,0.568,0.108,0.254,19832
0.54,0.102,0.118,0.24,19833
0.44,0.12,0.078,0.362,19834
0.1,0.112,0.11,0.678,19835
0.456,0.232,0.074,0.238,19836
0.234,0.116,0.208,0.442,19837
0.094,0.628,0.112,0.166,19838
0.082,0.06,0.556,0.302,19839
0.102,0.614,0.072,0.212,19840
0.136,0.28,0.12,0.464,19841
0.61,0.1,0.09,0.2,19842
0.16,0.234,0.1,0.506,19843
0.092,0.132,0.27,0.506,19844
0.11,0.148,0.526,0.216,19845
0.262,0.124,0.096,0.518,19846
0.146,0.15,0.15,0.554,19847
0.108,0.116,0.286,0.49,19848
0.288,0.132,0.122,0.458,19849
0.662,0.102,0.08,0.156,19850
0.098,0.232,0.214,0.456,19851
0.432,0.228,0.066,0.274,19852
0.138,0.134,0.17,0.558,19853
0.108,0.442,0.06,0.39,19854
0.166,0.102,0.608,0.124,19855
0.12,0.088,0.456,0.336,19856
0.1,0.1,0.578,0.222,19857
0.094,0.582,0.086,0.238,19858
0.082,0.448,0.204,0.266,19859
0.14,0.076,0.448,0.336,19860
0.368,0.164,0.164,0.304,19861
0.54,0.076,0.15,0.234,19862
0.49,0.116,0.13,0.264,19863
0.1,0.18,0.518,0.202,19864
0.136,0.42,0.092,0.352,19865
0.07,0.096,0.696,0.138,19866
0.66,0.124,0.072,0.144,19867
0.104,0.476,0.144,0.276,19868
0.14,0.486,0.082,0.292,19869
0.598,0.1,0.084,0.218,19870
0.096,0.078,0.684,0.142,19871
0.126,0.086,0.218,0.57,19872
0.546,0.1,0.096,0.258,19873
0.242,0.136,0.144,0.478,19874
0.084,0.172,0.592,0.152,19875
0.49,0.2,0.108,0.202,19876
0.158,0.242,0.212,0.388,19877
0.216,0.32,0.138,0.326,19878
0.256,0.244,0.112,0.388,19879
0.106,0.576,0.118,0.2,19880
0.114,0.116,0.48,0.29,19881
0.11,0.28,0.362,0.248,19882
0.206,0.13,0.264,0.4,19883
0.168,0.3,0.114,0.418,19884
0.128,0.202,0.406,0.264,19885
0.118,0.6,0.11,0.172,19886
0.098,0.222,0.324,0.356,19887
0.17,0.324,0.354,0.152,19888
0.132,0.336,0.328,0.204,19889
0.134,0.286,0.184,0.396,19890
0.096,0.378,0.42,0.106,19891
0.276,0.278,0.122,0.324,19892
0.378,0.14,0.234,0.248,19893
0.142,0.618,0.096,0.144,19894
0.348,0.262,0.102,0.288,19895
0.284,0.15,0.122,0.444,19896
0.514,0.148,0.122,0.216,19897
0.226,0.304,0.108,0.362,19898
0.154,0.29,0.142,0.414,19899
0.094,0.102,0.404,0.4,19900
0.534,0.136,0.106,0.224,19901
0.11,0.13,0.544,0.216,19902
0.362,0.13,0.108,0.4,19903
0.1,0.284,0.098,0.518,19904
0.076,0.28,0.246,0.398,19905
0.404,0.344,0.12,0.132,19906
0.478,0.108,0.28,0.134,19907
0.256,0.122,0.15,0.472,19908
0.236,0.166,0.116,0.482,19909
0.506,0.23,0.098,0.166,19910
0.214,0.478,0.13,0.178,19911
0.092,0.09,0.394,0.424,19912
0.106,0.348,0.464,0.082,19913
0.088,0.532,0.288,0.092,19914
0.368,0.088,0.144,0.4,19915
0.136,0.25,0.124,0.49,19916
0.284,0.332,0.106,0.278,19917
0.144,0.08,0.472,0.304,19918
0.408,0.166,0.124,0.302,19919
0.222,0.28,0.076,0.422,19920
0.084,0.526,0.14,0.25,19921
0.29,0.142,0.198,0.37,19922
0.134,0.296,0.176,0.394,19923
0.082,0.188,0.3,0.43,19924
0.134,0.294,0.362,0.21,19925
0.468,0.106,0.16,0.266,19926
0.23,0.248,0.276,0.246,19927
0.16,0.126,0.506,0.208,19928
0.352,0.156,0.096,0.396,19929
0.588,0.12,0.166,0.126,19930
0.26,0.162,0.406,0.172,19931
0.332,0.096,0.258,0.314,19932
0.554,0.106,0.172,0.168,19933
0.17,0.518,0.174,0.138,19934
0.116,0.068,0.546,0.27,19935
0.05,0.288,0.558,0.104,19936
0.298,0.188,0.146,0.368,19937
0.156,0.38,0.16,0.304,19938
0.53,0.216,0.08,0.174,19939
0.522,0.124,0.198,0.156,19940
0.184,0.152,0.098,0.566,19941
0.112,0.322,0.486,0.08,19942
0.198,0.53,0.148,0.124,19943
0.04,0.212,0.628,0.12,19944
0.17,0.532,0.208,0.09,19945
0.106,0.2,0.14,0.554,19946
0.302,0.366,0.216,0.116,19947
0.052,0.59,0.11,0.248,19948
0.182,0.174,0.084,0.56,19949
0.116,0.212,0.548,0.124,19950
0.152,0.394,0.268,0.186,19951
0.53,0.146,0.136,0.188,19952
0.414,0.214,0.146,0.226,19953
0.128,0.164,0.554,0.154,19954
0.434,0.118,0.178,0.27,19955
0.342,0.13,0.292,0.236,19956
0.118,0.65,0.122,0.11,19957
0.174,0.262,0.162,0.402,19958
0.21,0.118,0.35,0.322,19959
0.194,0.21,0.494,0.102,19960
0.452,0.164,0.144,0.24,19961
0.138,0.318,0.13,0.414,19962
0.112,0.188,0.52,0.18,19963
0.592,0.19,0.098,0.12,19964
0.278,0.368,0.132,0.222,19965
0.294,0.122,0.18,0.404,19966
0.224,0.168,0.312,0.296,19967
0.142,0.214,0.31,0.334,19968
0.102,0.248,0.544,0.106,19969
0.424,0.108,0.366,0.102,19970
0.316,0.1,0.478,0.106,19971
0.538,0.168,0.088,0.206,19972
0.07,0.474,0.334,0.122,19973
0.088,0.266,0.438,0.208,19974
0.12,0.348,0.334,0.198,19975
0.57,0.11,0.084,0.236,19976
0.492,0.096,0.284,0.128,19977
0.204,0.132,0.244,0.42,19978
0.09,0.114,0.222,0.574,19979
0.14,0.35,0.102,0.408,19980
0.176,0.122,0.192,0.51,19981
0.348,0.164,0.106,0.382,19982
0.156,0.104,0.51,0.23,19983
0.162,0.278,0.1,0.46,19984
0.116,0.196,0.302,0.386,19985
0.272,0.25,0.108,0.37,19986
0.142,0.096,0.266,0.496,19987
0.24,0.152,0.184,0.424,19988
0.09,0.164,0.404,0.342,19989
0.228,0.148,0.138,0.486,19990
0.352,0.096,0.134,0.418,19991
0.05,0.242,0.334,0.374,19992
0.088,0.432,0.072,0.408,19993
0.21,0.076,0.162,0.552,19994
0.318,0.392,0.084,0.206,19995
0.126,0.334,0.108,0.432,19996
0.112,0.114,0.45,0.324,19997
0.218,0.092,0.16,0.53,19998
0.076,0.352,0.312,0.26,19999
0.09,0.356,0.206,0.348,20000
0.416,0.11,0.124,0.35,20001
0.07,0.082,0.392,0.456,20002
0.152,0.102,0.236,0.51,20003
0.092,0.244,0.212,0.452,20004
0.138,0.36,0.094,0.408,20005
0.656,0.108,0.084,0.152,20006
0.094,0.258,0.292,0.356,20007
0.278,0.208,0.4,0.114,20008
0.128,0.314,0.402,0.156,20009
0.128,0.15,0.534,0.188,20010
0.34,0.14,0.138,0.382,20011
0.234,0.206,0.392,0.168,20012
0.23,0.108,0.57,0.092,20013
0.354,0.14,0.194,0.312,20014
0.14,0.304,0.38,0.176,20015
0.138,0.122,0.25,0.49,20016
0.254,0.13,0.33,0.286,20017
0.166,0.176,0.512,0.146,20018
0.168,0.176,0.256,0.4,20019
0.124,0.116,0.374,0.386,20020
0.426,0.176,0.14,0.258,20021
0.426,0.126,0.148,0.3,20022
0.424,0.102,0.332,0.142,20023
0.116,0.394,0.27,0.22,20024
0.106,0.174,0.24,0.48,20025
0.15,0.352,0.3,0.198,20026
0.13,0.15,0.402,0.318,20027
0.222,0.5,0.092,0.186,20028
0.148,0.256,0.35,0.246,20029
0.108,0.49,0.208,0.194,20030
0.478,0.226,0.096,0.2,20031
0.352,0.246,0.136,0.266,20032
0.268,0.142,0.178,0.412,20033
0.404,0.166,0.128,0.302,20034
0.1,0.138,0.482,0.28,20035
0.42,0.22,0.206,0.154,20036
0.344,0.168,0.19,0.298,20037
0.24,0.408,0.122,0.23,20038
0.12,0.474,0.152,0.254,20039
0.25,0.36,0.124,0.266,20040
0.124,0.302,0.154,0.42,20041
0.394,0.206,0.118,0.282,20042
0.112,0.544,0.156,0.188,20043
0.116,0.458,0.15,0.276,20044
0.312,0.176,0.116,0.396,20045
0.114,0.18,0.262,0.444,20046
0.204,0.126,0.1,0.57,20047
0.144,0.19,0.094,0.572,20048
0.112,0.166,0.562,0.16,20049
0.198,0.482,0.122,0.198,20050
0.124,0.108,0.574,0.194,20051
0.328,0.142,0.142,0.388,20052
0.118,0.1,0.37,0.412,20053
0.178,0.524,0.126,0.172,20054
0.104,0.216,0.554,0.126,20055
0.12,0.18,0.24,0.46,20056
0.158,0.584,0.104,0.154,20057
0.154,0.112,0.288,0.446,20058
0.176,0.182,0.16,0.482,20059
0.142,0.188,0.19,0.48,20060
0.114,0.46,0.136,0.29,20061
0.134,0.166,0.168,0.532,20062
0.482,0.108,0.146,0.264,20063
0.11,0.266,0.308,0.316,20064
0.232,0.186,0.272,0.31,20065
0.152,0.35,0.072,0.426,20066
0.458,0.076,0.258,0.208,20067
0.112,0.236,0.462,0.19,20068
0.102,0.218,0.34,0.34,20069
0.222,0.29,0.22,0.268,20070
0.116,0.282,0.35,0.252,20071
0.102,0.308,0.146,0.444,20072
0.198,0.152,0.224,0.426,20073
0.096,0.088,0.372,0.444,20074
0.128,0.49,0.108,0.274,20075
0.444,0.138,0.092,0.326,20076
0.24,0.116,0.212,0.432,20077
0.37,0.292,0.126,0.212,20078
0.202,0.154,0.232,0.412,20079
0.176,0.154,0.142,0.528,20080
0.216,0.466,0.112,0.206,20081
0.106,0.114,0.162,0.618,20082
0.534,0.112,0.116,0.238,20083
0.426,0.108,0.16,0.306,20084
0.16,0.458,0.108,0.274,20085
0.072,0.252,0.294,0.382,20086
0.238,0.244,0.104,0.414,20087
0.236,0.184,0.136,0.444,20088
0.264,0.1,0.218,0.418,20089
0.204,0.1,0.194,0.502,20090
0.22,0.194,0.1,0.486,20091
0.068,0.476,0.218,0.238,20092
0.064,0.094,0.348,0.494,20093
0.102,0.316,0.414,0.168,20094
0.484,0.142,0.19,0.184,20095
0.27,0.33,0.156,0.244,20096
0.186,0.268,0.094,0.452,20097
0.15,0.09,0.362,0.398,20098
0.174,0.236,0.326,0.264,20099
0.108,0.238,0.416,0.238,20100
0.086,0.392,0.282,0.24,20101
0.206,0.094,0.142,0.558,20102
0.504,0.08,0.138,0.278,20103
0.222,0.15,0.242,0.386,20104
0.154,0.076,0.266,0.504,20105
0.476,0.118,0.162,0.244,20106
0.684,0.09,0.118,0.108,20107
0.188,0.24,0.048,0.524,20108
0.136,0.432,0.168,0.264,20109
0.3,0.17,0.086,0.444,20110
0.082,0.542,0.19,0.186,20111
0.074,0.398,0.34,0.188,20112
0.1,0.412,0.096,0.392,20113
0.068,0.454,0.082,0.396,20114
0.16,0.092,0.112,0.636,20115
0.066,0.092,0.48,0.362,20116
0.29,0.194,0.052,0.464,20117
0.362,0.186,0.07,0.382,20118
0.07,0.054,0.25,0.626,20119
0.158,0.634,0.074,0.134,20120
0.086,0.394,0.242,0.278,20121
0.346,0.402,0.114,0.138,20122
0.256,0.258,0.112,0.374,20123
0.284,0.21,0.214,0.292,20124
0.476,0.134,0.13,0.26,20125
0.096,0.566,0.134,0.204,20126
0.08,0.134,0.556,0.23,20127
0.306,0.286,0.142,0.266,20128
0.106,0.368,0.158,0.368,20129
0.422,0.172,0.096,0.31,20130
0.104,0.284,0.31,0.302,20131
0.122,0.11,0.632,0.136,20132
0.13,0.508,0.116,0.246,20133
0.2,0.098,0.358,0.344,20134
0.598,0.096,0.128,0.178,20135
0.09,0.594,0.086,0.23,20136
0.102,0.108,0.466,0.324,20137
0.252,0.092,0.56,0.096,20138
0.354,0.126,0.156,0.364,20139
0.178,0.386,0.086,0.35,20140
0.342,0.168,0.358,0.132,20141
0.316,0.308,0.226,0.15,20142
0.328,0.254,0.288,0.13,20143
0.126,0.404,0.352,0.118,20144
0.124,0.254,0.334,0.288,20145
0.184,0.36,0.296,0.16,20146
0.446,0.238,0.14,0.176,20147
0.27,0.386,0.22,0.124,20148
0.234,0.15,0.386,0.23,20149
0.372,0.332,0.116,0.18,20150
0.36,0.354,0.142,0.144,20151
0.316,0.418,0.12,0.146,20152
0.126,0.306,0.392,0.176,20153
0.102,0.178,0.48,0.24,20154
0.296,0.114,0.454,0.136,20155
0.44,0.164,0.186,0.21,20156
0.328,0.174,0.214,0.284,20157
0.114,0.466,0.192,0.228,20158
0.148,0.19,0.428,0.234,20159
0.092,0.576,0.124,0.208,20160
0.176,0.116,0.434,0.274,20161
0.196,0.092,0.328,0.384,20162
0.442,0.166,0.236,0.156,20163
0.272,0.112,0.248,0.368,20164
0.082,0.268,0.466,0.184,20165
0.474,0.1,0.138,0.288,20166
0.618,0.124,0.092,0.166,20167
0.116,0.158,0.512,0.214,20168
0.362,0.134,0.358,0.146,20169
0.138,0.252,0.098,0.512,20170
0.096,0.216,0.146,0.542,20171
0.594,0.152,0.074,0.18,20172
0.166,0.15,0.48,0.204,20173
0.106,0.52,0.094,0.28,20174
0.106,0.082,0.63,0.182,20175
0.244,0.312,0.172,0.272,20176
0.17,0.196,0.382,0.252,20177
0.496,0.1,0.154,0.25,20178
0.262,0.05,0.376,0.312,20179
0.074,0.184,0.634,0.108,20180
0.206,0.072,0.462,0.26,20181
0.206,0.072,0.444,0.278,20182
0.29,0.134,0.088,0.488,20183
0.436,0.26,0.156,0.148,20184
0.326,0.104,0.104,0.466,20185
0.102,0.236,0.56,0.102,20186
0.098,0.204,0.44,0.258,20187
0.102,0.406,0.106,0.386,20188
0.204,0.114,0.114,0.568,20189
0.088,0.62,0.076,0.216,20190
0.16,0.286,0.106,0.448,20191
0.126,0.068,0.712,0.094,20192
0.146,0.126,0.104,0.624,20193
0.066,0.082,0.61,0.242,20194
0.094,0.082,0.306,0.518,20195
0.458,0.09,0.384,0.068,20196
0.042,0.11,0.228,0.62,20197
0.118,0.338,0.226,0.318,20198
0.264,0.336,0.09,0.31,20199
0.328,0.204,0.154,0.314,20200
0.344,0.07,0.326,0.26,20201
0.576,0.084,0.08,0.26,20202
0.124,0.184,0.47,0.222,20203
0.11,0.132,0.46,0.298,20204
0.152,0.4,0.162,0.286,20205
0.562,0.132,0.138,0.168,20206
0.294,0.438,0.062,0.206,20207
0.076,0.454,0.328,0.142,20208
0.198,0.544,0.052,0.206,20209
0.286,0.076,0.51,0.128,20210
0.082,0.644,0.086,0.188,20211
0.244,0.078,0.204,0.474,20212
0.674,0.112,0.092,0.122,20213
0.068,0.22,0.468,0.244,20214
0.104,0.398,0.112,0.386,20215
0.108,0.144,0.162,0.586,20216
0.364,0.1,0.204,0.332,20217
0.096,0.106,0.444,0.354,20218
0.132,0.088,0.602,0.178,20219
0.134,0.422,0.09,0.354,20220
0.09,0.134,0.414,0.362,20221
0.12,0.084,0.334,0.462,20222
0.318,0.108,0.166,0.408,20223
0.626,0.126,0.124,0.124,20224
0.076,0.422,0.21,0.292,20225
0.184,0.148,0.21,0.458,20226
0.114,0.124,0.306,0.456,20227
0.154,0.148,0.282,0.416,20228
0.248,0.32,0.086,0.346,20229
0.09,0.36,0.084,0.466,20230
0.342,0.238,0.072,0.348,20231
0.152,0.262,0.388,0.198,20232
0.274,0.088,0.248,0.39,20233
0.08,0.09,0.424,0.406,20234
0.26,0.184,0.158,0.398,20235
0.282,0.144,0.1,0.474,20236
0.078,0.486,0.116,0.32,20237
0.346,0.066,0.476,0.112,20238
0.6,0.096,0.076,0.228,20239
0.306,0.11,0.104,0.48,20240
0.122,0.218,0.084,0.576,20241
0.206,0.142,0.126,0.526,20242
0.11,0.116,0.378,0.396,20243
0.198,0.09,0.194,0.518,20244
0.098,0.132,0.312,0.458,20245
0.112,0.208,0.336,0.344,20246
0.096,0.362,0.102,0.44,20247
0.58,0.146,0.09,0.184,20248
0.082,0.116,0.65,0.152,20249
0.12,0.22,0.18,0.48,20250
0.238,0.154,0.112,0.496,20251
0.218,0.256,0.068,0.458,20252
0.066,0.286,0.192,0.456,20253
0.15,0.142,0.566,0.142,20254
0.468,0.126,0.102,0.304,20255
0.328,0.302,0.248,0.122,20256
0.216,0.194,0.262,0.328,20257
0.234,0.208,0.234,0.324,20258
0.212,0.144,0.356,0.288,20259
0.224,0.298,0.094,0.384,20260
0.132,0.174,0.324,0.37,20261
0.332,0.098,0.428,0.142,20262
0.132,0.128,0.408,0.332,20263
0.232,0.224,0.274,0.27,20264
0.38,0.226,0.186,0.208,20265
0.134,0.316,0.342,0.208,20266
0.166,0.288,0.152,0.394,20267
0.26,0.158,0.394,0.188,20268
0.11,0.448,0.124,0.318,20269
0.246,0.264,0.174,0.316,20270
0.158,0.318,0.35,0.174,20271
0.158,0.572,0.132,0.138,20272
0.122,0.452,0.296,0.13,20273
0.17,0.19,0.394,0.246,20274
0.138,0.182,0.42,0.26,20275
0.498,0.128,0.092,0.282,20276
0.368,0.172,0.2,0.26,20277
0.118,0.502,0.134,0.246,20278
0.192,0.352,0.262,0.194,20279
0.12,0.444,0.184,0.252,20280
0.182,0.498,0.148,0.172,20281
0.172,0.18,0.228,0.42,20282
0.254,0.19,0.404,0.152,20283
0.452,0.18,0.14,0.228,20284
0.332,0.164,0.168,0.336,20285
0.148,0.522,0.156,0.174,20286
0.118,0.276,0.244,0.362,20287
0.134,0.424,0.158,0.284,20288
0.138,0.158,0.268,0.436,20289
0.314,0.166,0.148,0.372,20290
0.13,0.29,0.138,0.442,20291
0.144,0.586,0.132,0.138,20292
0.63,0.112,0.1,0.158,20293
0.126,0.122,0.314,0.438,20294
0.556,0.154,0.138,0.152,20295
0.648,0.144,0.146,0.062,20296
0.112,0.098,0.664,0.126,20297
0.116,0.386,0.118,0.38,20298
0.418,0.148,0.078,0.356,20299
0.732,0.102,0.086,0.08,20300
0.622,0.136,0.162,0.08,20301
0.1,0.154,0.61,0.136,20302
0.236,0.15,0.126,0.488,20303
0.368,0.126,0.196,0.31,20304
0.136,0.678,0.088,0.098,20305
0.15,0.534,0.106,0.21,20306
0.268,0.124,0.138,0.47,20307
0.116,0.12,0.336,0.428,20308
0.088,0.144,0.332,0.436,20309
0.132,0.08,0.488,0.3,20310
0.326,0.108,0.452,0.114,20311
0.15,0.212,0.122,0.516,20312
0.176,0.11,0.534,0.18,20313
0.066,0.306,0.498,0.13,20314
0.082,0.69,0.148,0.08,20315
0.412,0.23,0.172,0.186,20316
0.13,0.126,0.482,0.262,20317
0.486,0.108,0.15,0.256,20318
0.448,0.172,0.07,0.31,20319
0.096,0.75,0.04,0.114,20320
0.07,0.484,0.12,0.326,20321
0.34,0.134,0.092,0.434,20322
0.268,0.212,0.136,0.384,20323
0.09,0.638,0.152,0.12,20324
0.1,0.128,0.318,0.454,20325
0.11,0.578,0.166,0.146,20326
0.134,0.298,0.14,0.428,20327
0.586,0.114,0.182,0.118,20328
0.19,0.092,0.112,0.606,20329
0.376,0.164,0.088,0.372,20330
0.24,0.212,0.178,0.37,20331
0.082,0.63,0.094,0.194,20332
0.102,0.23,0.384,0.284,20333
0.516,0.13,0.118,0.236,20334
0.136,0.298,0.11,0.456,20335
0.168,0.138,0.138,0.556,20336
0.25,0.19,0.138,0.422,20337
0.104,0.132,0.112,0.652,20338
0.172,0.122,0.15,0.556,20339
0.132,0.136,0.584,0.148,20340
0.122,0.14,0.544,0.194,20341
0.166,0.554,0.096,0.184,20342
0.09,0.218,0.492,0.2,20343
0.176,0.196,0.108,0.52,20344
0.194,0.58,0.076,0.15,20345
0.53,0.152,0.114,0.204,20346
0.264,0.364,0.14,0.232,20347
0.228,0.144,0.264,0.364,20348
0.312,0.208,0.146,0.334,20349
0.066,0.402,0.266,0.266,20350
0.436,0.324,0.082,0.158,20351
0.2,0.424,0.08,0.296,20352
0.24,0.496,0.094,0.17,20353
0.18,0.338,0.15,0.332,20354
0.122,0.568,0.216,0.094,20355
0.098,0.378,0.11,0.414,20356
0.106,0.374,0.426,0.094,20357
0.076,0.424,0.244,0.256,20358
0.266,0.134,0.516,0.084,20359
0.306,0.124,0.204,0.366,20360
0.368,0.214,0.142,0.276,20361
0.184,0.098,0.39,0.328,20362
0.354,0.184,0.274,0.188,20363
0.426,0.308,0.088,0.178,20364
0.178,0.5,0.082,0.24,20365
0.634,0.17,0.086,0.11,20366
0.108,0.558,0.158,0.176,20367
0.336,0.196,0.104,0.364,20368
0.518,0.132,0.134,0.216,20369
0.35,0.322,0.086,0.242,20370
0.15,0.398,0.244,0.208,20371
0.512,0.168,0.096,0.224,20372
0.308,0.392,0.126,0.174,20373
0.456,0.146,0.164,0.234,20374
0.168,0.118,0.528,0.186,20375
0.576,0.15,0.084,0.19,20376
0.184,0.11,0.356,0.35,20377
0.244,0.27,0.102,0.384,20378
0.112,0.364,0.304,0.22,20379
0.228,0.166,0.262,0.344,20380
0.418,0.116,0.13,0.336,20381
0.404,0.324,0.154,0.118,20382
0.086,0.248,0.268,0.398,20383
0.254,0.096,0.46,0.19,20384
0.104,0.282,0.418,0.196,20385
0.082,0.32,0.408,0.19,20386
0.124,0.62,0.104,0.152,20387
0.396,0.106,0.11,0.388,20388
0.17,0.11,0.432,0.288,20389
0.176,0.134,0.208,0.482,20390
0.118,0.37,0.134,0.378,20391
0.14,0.198,0.498,0.164,20392
0.132,0.494,0.164,0.21,20393
0.164,0.262,0.158,0.416,20394
0.334,0.122,0.434,0.11,20395
0.282,0.152,0.106,0.46,20396
0.128,0.402,0.124,0.346,20397
0.23,0.164,0.266,0.34,20398
0.09,0.072,0.468,0.37,20399
0.1,0.114,0.496,0.29,20400
0.666,0.102,0.132,0.1,20401
0.602,0.096,0.09,0.212,20402
0.474,0.106,0.136,0.284,20403
0.274,0.164,0.198,0.364,20404
0.554,0.078,0.154,0.214,20405
0.138,0.12,0.476,0.266,20406
0.242,0.076,0.19,0.492,20407
0.32,0.272,0.116,0.292,20408
0.228,0.174,0.264,0.334,20409
0.112,0.42,0.164,0.304,20410
0.128,0.472,0.126,0.274,20411
0.11,0.164,0.408,0.318,20412
0.152,0.48,0.192,0.176,20413
0.102,0.344,0.136,0.418,20414
0.26,0.166,0.17,0.404,20415
0.28,0.162,0.162,0.396,20416
0.146,0.198,0.44,0.216,20417
0.204,0.1,0.468,0.228,20418
0.576,0.11,0.11,0.204,20419
0.158,0.178,0.46,0.204,20420
0.13,0.262,0.21,0.398,20421
0.28,0.366,0.084,0.27,20422
0.166,0.212,0.364,0.258,20423
0.134,0.558,0.136,0.172,20424
0.228,0.494,0.076,0.202,20425
0.142,0.652,0.074,0.132,20426
0.444,0.112,0.216,0.228,20427
0.326,0.204,0.114,0.356,20428
0.122,0.314,0.258,0.306,20429
0.156,0.12,0.196,0.528,20430
0.226,0.278,0.116,0.38,20431
0.468,0.15,0.166,0.216,20432
0.24,0.158,0.144,0.458,20433
0.122,0.486,0.184,0.208,20434
0.352,0.186,0.202,0.26,20435
0.262,0.324,0.118,0.296,20436
0.382,0.206,0.148,0.264,20437
0.142,0.442,0.114,0.302,20438
0.372,0.15,0.118,0.36,20439
0.282,0.13,0.272,0.316,20440
0.23,0.358,0.218,0.194,20441
0.162,0.402,0.148,0.288,20442
0.1,0.218,0.476,0.206,20443
0.236,0.196,0.254,0.314,20444
0.208,0.494,0.078,0.22,20445
0.09,0.32,0.18,0.41,20446
0.082,0.286,0.268,0.364,20447
0.082,0.102,0.638,0.178,20448
0.208,0.206,0.338,0.248,20449
0.386,0.24,0.11,0.264,20450
0.086,0.136,0.682,0.096,20451
0.06,0.05,0.74,0.15,20452
0.08,0.59,0.088,0.242,20453
0.088,0.198,0.336,0.378,20454
0.17,0.208,0.078,0.544,20455
0.112,0.078,0.404,0.406,20456
0.316,0.074,0.206,0.404,20457
0.056,0.068,0.736,0.14,20458
0.112,0.068,0.554,0.266,20459
0.072,0.58,0.09,0.258,20460
0.06,0.164,0.542,0.234,20461
0.054,0.064,0.614,0.268,20462
0.32,0.098,0.116,0.466,20463
0.17,0.376,0.078,0.376,20464
0.106,0.046,0.446,0.402,20465
0.066,0.07,0.396,0.468,20466
0.22,0.062,0.14,0.578,20467
0.046,0.234,0.12,0.6,20468
0.158,0.194,0.38,0.268,20469
0.076,0.166,0.104,0.654,20470
0.058,0.046,0.488,0.408,20471
0.108,0.328,0.064,0.5,20472
0.372,0.422,0.054,0.152,20473
0.11,0.164,0.266,0.46,20474
0.076,0.676,0.098,0.15,20475
0.288,0.134,0.064,0.514,20476
0.14,0.306,0.064,0.49,20477
0.056,0.352,0.144,0.448,20478
0.046,0.326,0.08,0.548,20479
0.072,0.138,0.048,0.742,20480
0.072,0.552,0.052,0.324,20481
0.304,0.16,0.268,0.268,20482
0.356,0.27,0.114,0.26,20483
0.276,0.082,0.336,0.306,20484
0.37,0.138,0.214,0.278,20485
0.14,0.5,0.26,0.1,20486
0.182,0.464,0.076,0.278,20487
0.248,0.298,0.136,0.318,20488
0.138,0.124,0.272,0.466,20489
0.35,0.11,0.228,0.312,20490
0.096,0.136,0.258,0.51,20491
0.13,0.138,0.242,0.49,20492
0.09,0.116,0.652,0.142,20493
0.248,0.114,0.5,0.138,20494
0.278,0.206,0.142,0.374,20495
0.1,0.636,0.112,0.152,20496
0.266,0.334,0.126,0.274,20497
0.102,0.146,0.278,0.474,20498
0.206,0.092,0.3,0.402,20499
0.496,0.188,0.192,0.124,20500
0.392,0.138,0.116,0.354,20501
0.294,0.158,0.374,0.174,20502
0.538,0.162,0.086,0.214,20503
0.174,0.512,0.084,0.23,20504
0.1,0.074,0.546,0.28,20505
0.092,0.228,0.166,0.514,20506
0.136,0.192,0.544,0.128,20507
0.104,0.456,0.192,0.248,20508
0.1,0.422,0.204,0.274,20509
0.258,0.15,0.096,0.496,20510
0.23,0.13,0.224,0.416,20511
0.526,0.1,0.18,0.194,20512
0.272,0.31,0.206,0.212,20513
0.074,0.096,0.176,0.654,20514
0.19,0.284,0.378,0.148,20515
0.45,0.212,0.152,0.186,20516
0.15,0.228,0.326,0.296,20517
0.094,0.16,0.48,0.266,20518
0.232,0.128,0.158,0.482,20519
0.506,0.094,0.072,0.328,20520
0.31,0.228,0.302,0.16,20521
0.354,0.116,0.354,0.176,20522
0.102,0.284,0.362,0.252,20523
0.168,0.186,0.278,0.368,20524
0.198,0.276,0.428,0.098,20525
0.128,0.376,0.156,0.34,20526
0.26,0.382,0.11,0.248,20527
0.532,0.17,0.156,0.142,20528
0.092,0.582,0.166,0.16,20529
0.208,0.336,0.128,0.328,20530
0.246,0.464,0.176,0.114,20531
0.33,0.274,0.15,0.246,20532
0.13,0.338,0.246,0.286,20533
0.196,0.29,0.184,0.33,20534
0.28,0.188,0.196,0.336,20535
0.19,0.29,0.17,0.35,20536
0.21,0.188,0.332,0.27,20537
0.126,0.254,0.316,0.304,20538
0.114,0.168,0.418,0.3,20539
0.632,0.106,0.076,0.186,20540
0.136,0.106,0.162,0.596,20541
0.078,0.152,0.348,0.422,20542
0.238,0.262,0.072,0.428,20543
0.156,0.094,0.184,0.566,20544
0.208,0.136,0.122,0.534,20545
0.288,0.086,0.168,0.458,20546
0.536,0.214,0.048,0.202,20547
0.118,0.326,0.118,0.438,20548
0.194,0.25,0.134,0.422,20549
0.092,0.376,0.086,0.446,20550
0.124,0.282,0.09,0.504,20551
0.098,0.226,0.23,0.446,20552
0.142,0.056,0.678,0.124,20553
0.072,0.098,0.294,0.536,20554
0.202,0.168,0.098,0.532,20555
0.254,0.106,0.098,0.542,20556
0.132,0.12,0.126,0.622,20557
0.178,0.184,0.104,0.534,20558
0.358,0.256,0.136,0.25,20559
0.34,0.308,0.164,0.188,20560
0.166,0.326,0.2,0.308,20561
0.186,0.338,0.184,0.292,20562
0.226,0.244,0.176,0.354,20563
0.216,0.234,0.214,0.336,20564
