"No","Ch1","Ch2","Ch3","Ch4"
23770,0.142,0.102,0.508,0.248
23771,0.114,0.472,0.104,0.31
23772,0.138,0.252,0.138,0.472
23773,0.09,0.13,0.588,0.192
23774,0.156,0.216,0.144,0.484
23775,0.288,0.148,0.102,0.462
23776,0.292,0.122,0.27,0.316
23777,0.278,0.394,0.222,0.106
23778,0.108,0.428,0.1,0.364
23779,0.402,0.244,0.112,0.242
23780,0.288,0.304,0.072,0.336
23781,0.51,0.124,0.084,0.282
23782,0.104,0.332,0.292,0.272
23783,0.156,0.096,0.478,0.27
23784,0.092,0.104,0.482,0.322
23785,0.41,0.204,0.104,0.282
23786,0.278,0.228,0.126,0.368
23787,0.612,0.09,0.112,0.186
23788,0.206,0.364,0.108,0.322
23789,0.446,0.218,0.114,0.222
23790,0.088,0.21,0.41,0.292
23791,0.236,0.082,0.47,0.212
23792,0.224,0.508,0.08,0.188
23793,0.174,0.142,0.19,0.494
23794,0.29,0.094,0.18,0.436
23795,0.282,0.166,0.13,0.422
23796,0.322,0.184,0.138,0.356
23797,0.216,0.204,0.43,0.15
23798,0.208,0.098,0.192,0.502
23799,0.47,0.09,0.116,0.324
23800,0.254,0.524,0.058,0.164
23801,0.092,0.158,0.608,0.142
23802,0.114,0.534,0.086,0.266
23803,0.2,0.188,0.112,0.5
23804,0.31,0.2,0.126,0.364
23805,0.31,0.066,0.402,0.222
23806,0.13,0.338,0.078,0.454
23807,0.388,0.112,0.146,0.354
23808,0.166,0.38,0.15,0.304
23809,0.4,0.246,0.104,0.25
23810,0.208,0.564,0.11,0.118
23811,0.382,0.176,0.224,0.218
23812,0.176,0.246,0.372,0.206
23813,0.388,0.234,0.12,0.258
23814,0.314,0.254,0.266,0.166
23815,0.096,0.21,0.346,0.348
23816,0.364,0.29,0.214,0.132
23817,0.304,0.18,0.332,0.184
23818,0.166,0.166,0.394,0.274
23819,0.174,0.45,0.188,0.188
23820,0.118,0.2,0.454,0.228
23821,0.182,0.142,0.166,0.51
23822,0.152,0.358,0.202,0.288
23823,0.112,0.172,0.35,0.366
23824,0.152,0.47,0.11,0.268
23825,0.374,0.246,0.158,0.222
23826,0.204,0.402,0.112,0.282
23827,0.408,0.122,0.272,0.198
23828,0.08,0.246,0.486,0.188
23829,0.214,0.228,0.196,0.362
23830,0.164,0.56,0.112,0.164
23831,0.074,0.208,0.568,0.15
23832,0.124,0.194,0.514,0.168
23833,0.298,0.28,0.254,0.168
23834,0.348,0.19,0.186,0.276
23835,0.074,0.416,0.342,0.168
23836,0.402,0.1,0.168,0.33
23837,0.136,0.102,0.278,0.484
23838,0.392,0.174,0.214,0.22
23839,0.574,0.106,0.176,0.144
23840,0.256,0.09,0.552,0.102
23841,0.386,0.104,0.196,0.314
23842,0.43,0.194,0.202,0.174
23843,0.376,0.154,0.23,0.24
23844,0.398,0.13,0.142,0.33
23845,0.106,0.094,0.304,0.496
23846,0.522,0.256,0.142,0.08
23847,0.12,0.61,0.12,0.15
23848,0.092,0.096,0.544,0.268
23849,0.4,0.132,0.184,0.284
23850,0.106,0.092,0.598,0.204
23851,0.582,0.176,0.138,0.104
23852,0.226,0.272,0.142,0.36
23853,0.106,0.126,0.596,0.172
23854,0.584,0.118,0.16,0.138
23855,0.146,0.3,0.092,0.462
23856,0.448,0.212,0.096,0.244
23857,0.424,0.304,0.112,0.16
23858,0.274,0.136,0.326,0.264
23859,0.65,0.104,0.12,0.126
23860,0.152,0.43,0.126,0.292
23861,0.184,0.122,0.552,0.142
23862,0.12,0.122,0.622,0.136
23863,0.2,0.068,0.478,0.254
23864,0.18,0.516,0.1,0.204
23865,0.082,0.142,0.524,0.252
23866,0.28,0.392,0.18,0.148
23867,0.076,0.362,0.19,0.372
23868,0.076,0.146,0.55,0.228
23869,0.35,0.162,0.152,0.336
23870,0.206,0.068,0.608,0.118
23871,0.068,0.102,0.676,0.154
23872,0.056,0.222,0.62,0.102
23873,0.106,0.272,0.522,0.1
23874,0.638,0.144,0.13,0.088
23875,0.08,0.678,0.178,0.064
23876,0.422,0.234,0.086,0.258
23877,0.364,0.226,0.098,0.312
23878,0.206,0.2,0.2,0.394
23879,0.154,0.63,0.13,0.086
23880,0.498,0.154,0.15,0.198
23881,0.508,0.188,0.18,0.124
23882,0.314,0.524,0.082,0.08
23883,0.15,0.16,0.584,0.106
23884,0.122,0.566,0.19,0.122
23885,0.284,0.19,0.11,0.416
23886,0.264,0.252,0.158,0.326
23887,0.296,0.256,0.168,0.28
23888,0.192,0.382,0.306,0.12
23889,0.476,0.292,0.094,0.138
23890,0.254,0.49,0.098,0.158
23891,0.348,0.192,0.152,0.308
23892,0.082,0.444,0.11,0.364
23893,0.254,0.272,0.09,0.384
23894,0.174,0.272,0.16,0.394
23895,0.178,0.224,0.45,0.148
23896,0.076,0.206,0.408,0.31
23897,0.134,0.272,0.09,0.504
23898,0.124,0.59,0.08,0.206
23899,0.196,0.116,0.206,0.482
23900,0.11,0.34,0.128,0.422
23901,0.094,0.564,0.172,0.17
23902,0.082,0.502,0.192,0.224
23903,0.284,0.176,0.084,0.456
23904,0.06,0.512,0.108,0.32
23905,0.392,0.072,0.292,0.244
23906,0.58,0.072,0.078,0.27
23907,0.29,0.126,0.1,0.484
23908,0.116,0.246,0.074,0.564
23909,0.272,0.144,0.066,0.518
23910,0.228,0.084,0.374,0.314
23911,0.134,0.09,0.14,0.636
23912,0.162,0.1,0.294,0.444
23913,0.068,0.228,0.286,0.418
23914,0.064,0.488,0.084,0.364
23915,0.612,0.138,0.064,0.186
23916,0.068,0.112,0.568,0.252
23917,0.104,0.282,0.162,0.452
23918,0.138,0.144,0.094,0.624
23919,0.212,0.338,0.084,0.366
23920,0.108,0.364,0.158,0.37
23921,0.13,0.148,0.53,0.192
23922,0.064,0.264,0.486,0.186
23923,0.274,0.514,0.086,0.126
23924,0.11,0.5,0.306,0.084
23925,0.092,0.312,0.134,0.462
23926,0.254,0.562,0.102,0.082
23927,0.308,0.086,0.17,0.436
23928,0.108,0.134,0.416,0.342
23929,0.092,0.306,0.096,0.506
23930,0.108,0.25,0.148,0.494
23931,0.122,0.702,0.078,0.098
23932,0.156,0.388,0.126,0.33
23933,0.094,0.652,0.13,0.124
23934,0.088,0.698,0.09,0.124
23935,0.226,0.114,0.198,0.462
23936,0.468,0.138,0.102,0.292
23937,0.098,0.086,0.488,0.328
23938,0.344,0.178,0.084,0.394
23939,0.124,0.07,0.442,0.364
23940,0.254,0.088,0.122,0.536
23941,0.088,0.188,0.57,0.154
23942,0.544,0.148,0.136,0.172
23943,0.124,0.492,0.112,0.272
23944,0.346,0.134,0.412,0.108
23945,0.144,0.156,0.384,0.316
23946,0.306,0.498,0.092,0.104
23947,0.106,0.458,0.222,0.214
23948,0.156,0.164,0.326,0.354
23949,0.092,0.214,0.086,0.608
23950,0.1,0.566,0.258,0.076
23951,0.592,0.118,0.14,0.15
23952,0.12,0.16,0.362,0.358
23953,0.56,0.112,0.136,0.192
23954,0.532,0.114,0.192,0.162
23955,0.068,0.264,0.124,0.544
23956,0.07,0.176,0.4,0.354
23957,0.078,0.46,0.102,0.36
23958,0.158,0.552,0.132,0.158
23959,0.412,0.154,0.168,0.266
23960,0.258,0.102,0.386,0.254
23961,0.7,0.112,0.058,0.13
23962,0.082,0.6,0.124,0.194
23963,0.166,0.518,0.096,0.22
23964,0.082,0.404,0.386,0.128
23965,0.162,0.096,0.61,0.132
23966,0.106,0.076,0.622,0.196
23967,0.454,0.108,0.108,0.33
23968,0.34,0.29,0.106,0.264
23969,0.452,0.114,0.142,0.292
23970,0.674,0.072,0.126,0.128
23971,0.088,0.164,0.628,0.12
23972,0.654,0.132,0.148,0.066
23973,0.292,0.338,0.13,0.24
23974,0.066,0.118,0.672,0.144
23975,0.16,0.688,0.064,0.088
23976,0.12,0.542,0.23,0.108
23977,0.088,0.182,0.588,0.142
23978,0.146,0.148,0.158,0.548
23979,0.494,0.082,0.114,0.31
23980,0.088,0.584,0.07,0.258
23981,0.424,0.134,0.304,0.138
23982,0.09,0.09,0.708,0.112
23983,0.17,0.476,0.126,0.228
23984,0.382,0.258,0.112,0.248
23985,0.124,0.106,0.416,0.354
23986,0.454,0.322,0.074,0.15
23987,0.188,0.168,0.39,0.254
23988,0.25,0.454,0.156,0.14
23989,0.07,0.112,0.632,0.186
23990,0.36,0.302,0.128,0.21
23991,0.06,0.092,0.478,0.37
23992,0.128,0.584,0.104,0.184
23993,0.096,0.416,0.286,0.202
23994,0.09,0.242,0.352,0.316
23995,0.072,0.432,0.266,0.23
23996,0.052,0.134,0.626,0.188
23997,0.13,0.424,0.27,0.176
23998,0.144,0.364,0.314,0.178
23999,0.454,0.148,0.136,0.262
24000,0.162,0.578,0.094,0.166
24001,0.322,0.404,0.192,0.082
24002,0.29,0.446,0.12,0.144
24003,0.27,0.528,0.098,0.104
24004,0.264,0.186,0.256,0.294
24005,0.104,0.74,0.066,0.09
24006,0.268,0.138,0.48,0.114
24007,0.248,0.204,0.178,0.37
24008,0.092,0.706,0.11,0.092
24009,0.492,0.094,0.128,0.286
24010,0.8,0.064,0.07,0.066
24011,0.086,0.698,0.088,0.128
24012,0.226,0.102,0.402,0.27
24013,0.122,0.102,0.34,0.436
24014,0.112,0.348,0.482,0.058
24015,0.058,0.476,0.116,0.35
24016,0.174,0.482,0.092,0.252
24017,0.39,0.26,0.218,0.132
24018,0.41,0.168,0.144,0.278
24019,0.238,0.494,0.14,0.128
24020,0.086,0.382,0.306,0.226
24021,0.104,0.15,0.54,0.206
24022,0.458,0.2,0.124,0.218
24023,0.122,0.514,0.164,0.2
24024,0.154,0.386,0.112,0.348
24025,0.576,0.178,0.172,0.074
24026,0.156,0.612,0.15,0.082
24027,0.144,0.118,0.328,0.41
24028,0.126,0.6,0.084,0.19
24029,0.148,0.156,0.19,0.506
24030,0.144,0.504,0.142,0.21
24031,0.1,0.272,0.178,0.45
24032,0.148,0.164,0.218,0.47
24033,0.564,0.192,0.15,0.094
24034,0.306,0.15,0.148,0.396
24035,0.092,0.48,0.134,0.294
24036,0.194,0.164,0.556,0.086
24037,0.166,0.594,0.082,0.158
24038,0.078,0.098,0.458,0.366
24039,0.294,0.446,0.05,0.21
24040,0.132,0.146,0.566,0.156
24041,0.324,0.2,0.156,0.32
24042,0.098,0.216,0.5,0.186
24043,0.428,0.208,0.112,0.252
24044,0.274,0.474,0.132,0.12
24045,0.466,0.068,0.216,0.25
24046,0.1,0.6,0.162,0.138
24047,0.202,0.088,0.632,0.078
24048,0.08,0.182,0.62,0.118
24049,0.6,0.152,0.132,0.116
24050,0.18,0.156,0.312,0.352
24051,0.146,0.42,0.084,0.35
24052,0.632,0.228,0.072,0.068
24053,0.372,0.098,0.346,0.184
24054,0.288,0.156,0.16,0.396
24055,0.376,0.152,0.164,0.308
24056,0.132,0.544,0.076,0.248
24057,0.206,0.096,0.136,0.562
24058,0.084,0.198,0.164,0.554
24059,0.208,0.248,0.084,0.46
24060,0.278,0.106,0.108,0.508
24061,0.078,0.348,0.13,0.444
24062,0.208,0.098,0.384,0.31
24063,0.1,0.28,0.378,0.242
24064,0.26,0.092,0.186,0.462
24065,0.058,0.136,0.532,0.274
24066,0.458,0.19,0.086,0.266
24067,0.11,0.248,0.076,0.566
24068,0.556,0.108,0.098,0.238
24069,0.166,0.184,0.118,0.532
24070,0.554,0.096,0.12,0.23
24071,0.134,0.098,0.178,0.59
24072,0.124,0.206,0.142,0.528
24073,0.266,0.092,0.152,0.49
24074,0.262,0.112,0.27,0.356
24075,0.254,0.128,0.276,0.342
24076,0.09,0.454,0.168,0.288
24077,0.426,0.18,0.074,0.32
24078,0.326,0.224,0.152,0.298
24079,0.346,0.144,0.046,0.464
24080,0.49,0.09,0.106,0.314
24081,0.084,0.248,0.124,0.544
24082,0.204,0.168,0.358,0.27
24083,0.114,0.368,0.076,0.442
24084,0.36,0.334,0.084,0.222
24085,0.124,0.296,0.056,0.524
24086,0.228,0.188,0.172,0.412
24087,0.21,0.308,0.126,0.356
24088,0.192,0.108,0.44,0.26
24089,0.276,0.388,0.104,0.232
24090,0.066,0.214,0.288,0.432
24091,0.09,0.164,0.448,0.298
24092,0.498,0.076,0.064,0.362
24093,0.296,0.346,0.248,0.11
24094,0.128,0.64,0.182,0.05
24095,0.288,0.14,0.406,0.166
24096,0.272,0.386,0.138,0.204
24097,0.12,0.268,0.492,0.12
24098,0.428,0.274,0.112,0.186
24099,0.224,0.42,0.136,0.22
24100,0.282,0.516,0.102,0.1
24101,0.176,0.49,0.12,0.214
24102,0.242,0.314,0.284,0.16
24103,0.146,0.436,0.318,0.1
24104,0.474,0.102,0.168,0.256
24105,0.53,0.124,0.138,0.208
24106,0.166,0.596,0.116,0.122
24107,0.248,0.1,0.438,0.214
24108,0.178,0.124,0.578,0.12
24109,0.382,0.308,0.144,0.166
24110,0.438,0.242,0.118,0.202
24111,0.14,0.412,0.144,0.304
24112,0.442,0.106,0.17,0.282
24113,0.094,0.524,0.302,0.08
24114,0.148,0.268,0.342,0.242
24115,0.068,0.652,0.182,0.098
24116,0.116,0.082,0.708,0.094
24117,0.452,0.194,0.228,0.126
24118,0.186,0.304,0.396,0.114
24119,0.176,0.606,0.09,0.128
24120,0.156,0.61,0.072,0.162
24121,0.508,0.246,0.114,0.132
24122,0.084,0.368,0.45,0.098
24123,0.126,0.256,0.346,0.272
24124,0.166,0.626,0.068,0.14
24125,0.052,0.132,0.652,0.164
24126,0.232,0.484,0.178,0.106
24127,0.372,0.416,0.104,0.108
24128,0.228,0.216,0.112,0.444
24129,0.374,0.304,0.118,0.204
24130,0.184,0.292,0.094,0.43
24131,0.076,0.534,0.188,0.202
24132,0.238,0.514,0.072,0.176
24133,0.326,0.38,0.074,0.22
24134,0.364,0.232,0.338,0.066
24135,0.156,0.068,0.502,0.274
24136,0.076,0.132,0.438,0.354
24137,0.07,0.802,0.052,0.076
24138,0.676,0.13,0.03,0.164
24139,0.356,0.068,0.486,0.09
24140,0.456,0.104,0.244,0.196
24141,0.064,0.616,0.068,0.252
24142,0.064,0.494,0.27,0.172
24143,0.07,0.696,0.16,0.074
24144,0.284,0.286,0.088,0.342
24145,0.072,0.474,0.328,0.126
24146,0.072,0.154,0.522,0.252
24147,0.298,0.388,0.206,0.108
24148,0.142,0.518,0.24,0.1
24149,0.076,0.154,0.568,0.202
24150,0.282,0.322,0.2,0.196
24151,0.17,0.412,0.274,0.144
24152,0.134,0.414,0.278,0.174
24153,0.138,0.156,0.558,0.148
24154,0.176,0.104,0.586,0.134
24155,0.098,0.166,0.586,0.15
24156,0.098,0.298,0.442,0.162
24157,0.122,0.318,0.14,0.42
24158,0.572,0.218,0.082,0.128
24159,0.188,0.184,0.294,0.334
24160,0.286,0.212,0.12,0.382
24161,0.182,0.576,0.116,0.126
24162,0.434,0.268,0.106,0.192
24163,0.124,0.338,0.396,0.142
24164,0.338,0.396,0.176,0.09
24165,0.164,0.19,0.142,0.504
24166,0.17,0.256,0.174,0.4
24167,0.092,0.604,0.198,0.106
24168,0.536,0.112,0.136,0.216
24169,0.45,0.132,0.252,0.166
24170,0.412,0.216,0.21,0.162
24171,0.11,0.292,0.526,0.072
24172,0.432,0.13,0.33,0.108
24173,0.154,0.572,0.12,0.154
24174,0.174,0.624,0.122,0.08
24175,0.248,0.198,0.45,0.104
24176,0.162,0.136,0.492,0.21
24177,0.64,0.134,0.116,0.11
24178,0.174,0.128,0.156,0.542
24179,0.11,0.512,0.308,0.07
24180,0.136,0.124,0.186,0.554
24181,0.116,0.514,0.13,0.24
24182,0.126,0.52,0.274,0.08
24183,0.236,0.534,0.104,0.126
24184,0.118,0.712,0.114,0.056
24185,0.144,0.502,0.22,0.134
24186,0.108,0.46,0.23,0.202
24187,0.294,0.482,0.122,0.102
24188,0.132,0.212,0.416,0.24
24189,0.168,0.324,0.204,0.304
24190,0.116,0.212,0.432,0.24
24191,0.098,0.196,0.554,0.152
24192,0.324,0.234,0.256,0.186
24193,0.142,0.168,0.618,0.072
24194,0.17,0.322,0.16,0.348
24195,0.324,0.14,0.184,0.352
24196,0.524,0.17,0.174,0.132
24197,0.168,0.274,0.178,0.38
24198,0.526,0.208,0.17,0.096
24199,0.216,0.344,0.186,0.254
24200,0.278,0.218,0.232,0.272
24201,0.556,0.166,0.148,0.13
24202,0.118,0.17,0.598,0.114
24203,0.378,0.208,0.208,0.206
24204,0.134,0.476,0.184,0.206
24205,0.21,0.476,0.15,0.164
24206,0.148,0.182,0.534,0.136
24207,0.454,0.138,0.104,0.304
24208,0.146,0.452,0.186,0.216
24209,0.22,0.34,0.298,0.142
24210,0.184,0.208,0.278,0.33
24211,0.238,0.094,0.228,0.44
24212,0.252,0.25,0.142,0.356
24213,0.256,0.12,0.318,0.306
24214,0.138,0.184,0.358,0.32
24215,0.228,0.182,0.406,0.184
24216,0.242,0.198,0.258,0.302
24217,0.114,0.27,0.24,0.376
24218,0.266,0.208,0.234,0.292
24219,0.3,0.202,0.212,0.286
24220,0.202,0.232,0.22,0.346
24221,0.264,0.52,0.122,0.094
24222,0.36,0.322,0.124,0.194
24223,0.33,0.142,0.272,0.256
24224,0.138,0.244,0.216,0.402
24225,0.296,0.218,0.238,0.248
24226,0.158,0.184,0.27,0.388
24227,0.374,0.24,0.238,0.148
24228,0.17,0.306,0.146,0.378
24229,0.182,0.498,0.13,0.19
24230,0.132,0.324,0.148,0.396
24231,0.178,0.462,0.174,0.186
24232,0.152,0.424,0.144,0.28
24233,0.354,0.25,0.122,0.274
24234,0.134,0.244,0.308,0.314
24235,0.43,0.3,0.15,0.12
24236,0.142,0.204,0.504,0.15
24237,0.428,0.174,0.162,0.236
24238,0.12,0.274,0.4,0.206
24239,0.368,0.262,0.166,0.204
24240,0.208,0.462,0.116,0.214
24241,0.15,0.16,0.184,0.506
24242,0.424,0.264,0.15,0.162
24243,0.144,0.472,0.164,0.22
24244,0.226,0.214,0.392,0.168
24245,0.17,0.38,0.31,0.14
24246,0.252,0.178,0.296,0.274
24247,0.292,0.286,0.332,0.09
24248,0.2,0.128,0.296,0.376
24249,0.336,0.318,0.156,0.19
24250,0.246,0.36,0.112,0.282
24251,0.216,0.298,0.226,0.26
24252,0.166,0.356,0.11,0.368
24253,0.084,0.372,0.388,0.156
24254,0.154,0.294,0.31,0.242
24255,0.122,0.296,0.31,0.272
24256,0.2,0.184,0.238,0.378
24257,0.194,0.304,0.298,0.204
24258,0.182,0.396,0.108,0.314
24259,0.164,0.218,0.268,0.35
24260,0.128,0.41,0.202,0.26
24261,0.25,0.138,0.24,0.372
24262,0.302,0.306,0.196,0.196
24263,0.232,0.188,0.342,0.238
24264,0.238,0.332,0.28,0.15
24265,0.502,0.206,0.112,0.18
24266,0.258,0.154,0.308,0.28
24267,0.25,0.418,0.156,0.176
24268,0.294,0.24,0.262,0.204
24269,0.248,0.38,0.194,0.178
24270,0.198,0.342,0.31,0.15
24271,0.1,0.322,0.454,0.124
24272,0.222,0.286,0.282,0.21
24273,0.388,0.254,0.176,0.182
24274,0.242,0.164,0.434,0.16
24275,0.216,0.248,0.274,0.262
24276,0.458,0.276,0.158,0.108
24277,0.186,0.448,0.252,0.114
24278,0.246,0.388,0.184,0.182
24279,0.336,0.29,0.184,0.19
24280,0.204,0.248,0.398,0.15
24281,0.4,0.268,0.24,0.092
24282,0.196,0.316,0.19,0.298
24283,0.186,0.35,0.094,0.37
24284,0.194,0.054,0.48,0.272
24285,0.074,0.518,0.072,0.336
24286,0.06,0.06,0.596,0.284
24287,0.08,0.376,0.088,0.456
24288,0.09,0.612,0.054,0.244
24289,0.058,0.664,0.168,0.11
24290,0.118,0.384,0.092,0.406
24291,0.14,0.056,0.2,0.604
24292,0.102,0.068,0.202,0.628
24293,0.096,0.64,0.198,0.066
24294,0.1,0.544,0.044,0.312
24295,0.058,0.418,0.184,0.34
24296,0.176,0.176,0.06,0.588
24297,0.394,0.118,0.064,0.424
24298,0.164,0.164,0.082,0.59
24299,0.162,0.146,0.056,0.636
24300,0.182,0.14,0.074,0.604
24301,0.106,0.086,0.134,0.674
24302,0.704,0.096,0.098,0.102
24303,0.376,0.094,0.1,0.43
24304,0.108,0.092,0.358,0.442
24305,0.29,0.492,0.102,0.116
24306,0.328,0.086,0.12,0.466
24307,0.694,0.098,0.084,0.124
24308,0.306,0.09,0.24,0.364
24309,0.07,0.296,0.478,0.156
24310,0.078,0.534,0.288,0.1
24311,0.092,0.336,0.258,0.314
24312,0.158,0.196,0.174,0.472
24313,0.49,0.202,0.082,0.226
24314,0.078,0.61,0.08,0.232
24315,0.246,0.534,0.084,0.136
24316,0.496,0.11,0.084,0.31
24317,0.11,0.52,0.094,0.276
24318,0.086,0.106,0.464,0.344
24319,0.596,0.068,0.25,0.086
24320,0.098,0.138,0.346,0.418
24321,0.444,0.242,0.094,0.22
24322,0.374,0.262,0.136,0.228
24323,0.084,0.116,0.68,0.12
24324,0.194,0.152,0.364,0.29
24325,0.412,0.186,0.132,0.27
24326,0.154,0.176,0.374,0.296
24327,0.2,0.324,0.218,0.258
24328,0.126,0.144,0.448,0.282
24329,0.168,0.51,0.08,0.242
24330,0.4,0.16,0.264,0.176
24331,0.116,0.214,0.352,0.318
24332,0.384,0.174,0.226,0.216
24333,0.426,0.23,0.178,0.166
24334,0.342,0.292,0.172,0.194
24335,0.12,0.456,0.1,0.324
24336,0.164,0.378,0.16,0.298
24337,0.444,0.194,0.212,0.15
24338,0.444,0.128,0.206,0.222
24339,0.366,0.326,0.076,0.232
24340,0.174,0.416,0.112,0.298
24341,0.418,0.136,0.242,0.204
24342,0.612,0.098,0.126,0.164
24343,0.09,0.394,0.13,0.386
24344,0.09,0.112,0.43,0.368
24345,0.086,0.102,0.338,0.474
24346,0.106,0.198,0.504,0.192
24347,0.11,0.46,0.126,0.304
24348,0.486,0.186,0.154,0.174
24349,0.33,0.158,0.166,0.346
24350,0.11,0.192,0.504,0.194
24351,0.38,0.094,0.222,0.304
24352,0.09,0.434,0.202,0.274
24353,0.236,0.11,0.214,0.44
24354,0.108,0.388,0.18,0.324
24355,0.442,0.112,0.2,0.246
24356,0.176,0.118,0.142,0.564
24357,0.444,0.298,0.084,0.174
24358,0.41,0.206,0.094,0.29
24359,0.12,0.67,0.058,0.152
24360,0.074,0.414,0.246,0.266
24361,0.144,0.29,0.078,0.488
24362,0.5,0.146,0.288,0.066
24363,0.118,0.158,0.458,0.266
24364,0.038,0.694,0.1,0.168
24365,0.206,0.168,0.304,0.322
24366,0.068,0.422,0.208,0.302
24367,0.182,0.17,0.078,0.57
24368,0.068,0.294,0.386,0.252
24369,0.342,0.356,0.188,0.114
24370,0.158,0.448,0.272,0.122
24371,0.364,0.232,0.268,0.136
24372,0.084,0.066,0.462,0.388
24373,0.15,0.51,0.208,0.132
24374,0.284,0.114,0.332,0.27
24375,0.098,0.106,0.496,0.3
24376,0.154,0.072,0.702,0.072
24377,0.068,0.702,0.122,0.108
24378,0.062,0.566,0.05,0.322
24379,0.06,0.512,0.134,0.294
24380,0.122,0.366,0.09,0.422
24381,0.432,0.172,0.116,0.28
24382,0.574,0.144,0.218,0.064
24383,0.152,0.088,0.652,0.108
24384,0.112,0.106,0.602,0.18
24385,0.582,0.154,0.156,0.108
24386,0.058,0.098,0.7,0.144
24387,0.488,0.078,0.094,0.34
24388,0.492,0.076,0.13,0.302
24389,0.498,0.196,0.166,0.14
24390,0.41,0.142,0.336,0.112
24391,0.222,0.182,0.102,0.494
24392,0.07,0.318,0.33,0.282
24393,0.068,0.072,0.766,0.094
24394,0.07,0.736,0.096,0.098
24395,0.326,0.246,0.388,0.04
24396,0.428,0.356,0.084,0.132
24397,0.136,0.21,0.328,0.326
24398,0.278,0.358,0.126,0.238
24399,0.178,0.306,0.15,0.366
24400,0.118,0.158,0.478,0.246
24401,0.338,0.184,0.148,0.33
24402,0.186,0.12,0.56,0.134
24403,0.132,0.174,0.5,0.194
24404,0.09,0.242,0.474,0.194
24405,0.09,0.292,0.444,0.174
24406,0.514,0.194,0.126,0.166
24407,0.068,0.614,0.208,0.11
24408,0.272,0.34,0.172,0.216
24409,0.286,0.228,0.11,0.376
24410,0.16,0.28,0.254,0.306
24411,0.196,0.492,0.172,0.14
24412,0.398,0.164,0.142,0.296
24413,0.472,0.202,0.146,0.18
24414,0.2,0.522,0.156,0.122
24415,0.202,0.15,0.484,0.164
24416,0.588,0.104,0.124,0.184
24417,0.16,0.118,0.332,0.39
24418,0.244,0.128,0.154,0.474
24419,0.192,0.482,0.206,0.12
24420,0.114,0.44,0.104,0.342
24421,0.14,0.122,0.122,0.616
24422,0.324,0.29,0.074,0.312
24423,0.088,0.326,0.266,0.32
24424,0.092,0.192,0.214,0.502
24425,0.118,0.124,0.118,0.64
24426,0.456,0.158,0.1,0.286
24427,0.092,0.322,0.38,0.206
24428,0.374,0.426,0.076,0.124
24429,0.138,0.506,0.056,0.3
24430,0.102,0.258,0.09,0.55
24431,0.186,0.386,0.088,0.34
24432,0.326,0.174,0.202,0.298
24433,0.096,0.136,0.13,0.638
24434,0.158,0.21,0.298,0.334
24435,0.47,0.132,0.152,0.246
24436,0.19,0.132,0.244,0.434
24437,0.322,0.196,0.098,0.384
24438,0.646,0.154,0.104,0.096
24439,0.146,0.108,0.474,0.272
24440,0.094,0.432,0.104,0.37
24441,0.462,0.1,0.098,0.34
24442,0.63,0.126,0.106,0.138
24443,0.532,0.222,0.168,0.078
24444,0.102,0.212,0.496,0.19
24445,0.234,0.168,0.18,0.418
24446,0.274,0.142,0.144,0.44
24447,0.12,0.69,0.086,0.104
24448,0.204,0.444,0.112,0.24
24449,0.322,0.112,0.154,0.412
24450,0.108,0.104,0.226,0.562
24451,0.088,0.114,0.41,0.388
24452,0.132,0.084,0.434,0.35
24453,0.376,0.106,0.362,0.156
24454,0.236,0.364,0.082,0.318
24455,0.168,0.076,0.358,0.398
24456,0.084,0.102,0.396,0.418
24457,0.288,0.072,0.154,0.486
24458,0.114,0.184,0.128,0.574
24459,0.148,0.18,0.462,0.21
24460,0.06,0.206,0.148,0.586
24461,0.062,0.06,0.372,0.506
24462,0.134,0.218,0.09,0.558
24463,0.338,0.458,0.062,0.142
24464,0.104,0.162,0.188,0.546
24465,0.104,0.596,0.144,0.156
24466,0.308,0.266,0.078,0.348
24467,0.13,0.194,0.104,0.572
24468,0.046,0.37,0.134,0.45
24469,0.076,0.24,0.056,0.628
24470,0.098,0.17,0.09,0.642
24471,0.1,0.544,0.07,0.286
24472,0.41,0.192,0.22,0.178
24473,0.392,0.07,0.29,0.248
24474,0.76,0.138,0.034,0.068
24475,0.074,0.694,0.084,0.148
24476,0.172,0.6,0.072,0.156
24477,0.042,0.636,0.19,0.132
24478,0.16,0.048,0.67,0.122
24479,0.058,0.058,0.742,0.142
24480,0.612,0.086,0.058,0.244
24481,0.398,0.332,0.068,0.202
24482,0.484,0.21,0.06,0.246
24483,0.686,0.044,0.188,0.082
24484,0.05,0.196,0.638,0.116
24485,0.52,0.178,0.234,0.068
24486,0.402,0.266,0.078,0.254
24487,0.026,0.052,0.814,0.108
24488,0.224,0.646,0.038,0.092
24489,0.216,0.422,0.22,0.142
24490,0.066,0.228,0.514,0.192
24491,0.126,0.084,0.186,0.604
24492,0.186,0.118,0.424,0.272
24493,0.142,0.312,0.41,0.136
24494,0.184,0.376,0.308,0.132
24495,0.144,0.42,0.116,0.32
24496,0.186,0.168,0.32,0.326
24497,0.134,0.164,0.558,0.144
24498,0.198,0.19,0.472,0.14
24499,0.392,0.106,0.26,0.242
24500,0.124,0.39,0.196,0.29
24501,0.23,0.314,0.1,0.356
24502,0.39,0.118,0.134,0.358
24503,0.152,0.182,0.156,0.51
24504,0.102,0.312,0.176,0.41
